id,sku,name,slug,category,brand,price_vnd,original_price_vnd,discount_percent,stock,rating,review_count,warranty_months,image_url,description,specs_json,is_featured,status,created_at,data_note
50,TCH-CAB-0050,Apple USB-C to Lightning,apple-usb-c-to-lightning-050,Cáp sạc,Apple,599000,700000,15,42,4.5,425,3,https://placehold.co/600x600?text=CAB+050,"Apple USB-C to Lightning thuộc nhóm cáp sạc, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""length"": ""1.5m"", ""connector"": ""USB-C to Lightning"", ""power"": ""240W""}",False,active,2026-01-06,Mock data generated for demo; not real inventory
51,TCH-CAB-0051,Samsung Braided Cable 60W SE,samsung-braided-cable-60w-se-051,Cáp sạc,Samsung,799000,940000,15,61,3.8,360,12,https://placehold.co/600x600?text=CAB+051,"Samsung Braided Cable 60W SE thuộc nhóm cáp sạc, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""length"": ""1.5m"", ""connector"": ""USB-A to C"", ""power"": ""240W""}",False,active,2026-05-20,Mock data generated for demo; not real inventory
52,TCH-CAB-0052,Belkin BoostCharge Cable SE,belkin-boostcharge-cable-se-052,Cáp sạc,Belkin,349000,440000,20,28,4.1,497,3,https://placehold.co/600x600?text=CAB+052,"Belkin BoostCharge Cable SE thuộc nhóm cáp sạc, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""length"": ""2m"", ""connector"": ""USB-A to C"", ""power"": ""100W""}",False,active,2026-02-12,Mock data generated for demo; not real inventory
53,TCH-PWR-0053,Anker PowerCore 10000 SE,anker-powercore-10000-se-053,Pin sạc dự phòng,Anker,1490000,1570000,5,79,4.4,403,6,https://placehold.co/600x600?text=PWR+053,"Anker PowerCore 10000 SE thuộc nhóm pin sạc dự phòng, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""capacity"": ""20000mAh"", ""fast_charge"": ""22.5W"", ""ports"": ""3 cổng""}",True,active,2026-02-16,Mock data generated for demo; not real inventory
54,TCH-PWR-0054,Baseus Blade 20000mAh,baseus-blade-20000mah-054,Pin sạc dự phòng,Baseus,959000,1130000,15,41,4.1,334,18,https://placehold.co/600x600?text=PWR+054,"Baseus Blade 20000mAh thuộc nhóm pin sạc dự phòng, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""capacity"": ""20000mAh"", ""fast_charge"": ""30W"", ""ports"": ""3 cổng""}",False,active,2026-03-06,Mock data generated for demo; not real inventory
55,TCH-PWR-0055,Xiaomi Mi Power Bank 20000 SE,xiaomi-mi-power-bank-20000-se-055,Pin sạc dự phòng,Xiaomi,499000,620000,20,2,4.7,53,18,https://placehold.co/600x600?text=PWR+055,"Xiaomi Mi Power Bank 20000 SE thuộc nhóm pin sạc dự phòng, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""capacity"": ""10000mAh"", ""fast_charge"": ""18W"", ""ports"": ""2 cổng""}",False,active,2026-03-05,Mock data generated for demo; not real inventory
56,TCH-PWR-0056,Ugreen Nexode 12000 2025,ugreen-nexode-12000-2025-056,Pin sạc dự phòng,Ugreen,2490000,2490000,0,79,4.0,129,24,https://placehold.co/600x600?text=PWR+056,"Ugreen Nexode 12000 2025 thuộc nhóm pin sạc dự phòng, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""capacity"": ""30000mAh"", ""fast_charge"": ""22.5W"", ""ports"": ""3 cổng""}",False,active,2026-03-07,Mock data generated for demo; not real inventory
57,TCH-PWR-0057,Energizer Ultimate 10000 SE,energizer-ultimate-10000-se-057,Pin sạc dự phòng,Energizer,1290000,1360000,5,77,4.5,765,6,https://placehold.co/600x600?text=PWR+057,"Energizer Ultimate 10000 SE thuộc nhóm pin sạc dự phòng, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""capacity"": ""10000mAh"", ""fast_charge"": ""30W"", ""ports"": ""2 cổng""}",False,active,2026-05-29,Mock data generated for demo; not real inventory
58,TCH-PWR-0058,Mophie Powerstation 10K,mophie-powerstation-10k-058,Pin sạc dự phòng,Mophie,1090000,1280000,15,50,4.9,203,6,https://placehold.co/600x600?text=PWR+058,"Mophie Powerstation 10K thuộc nhóm pin sạc dự phòng, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""capacity"": ""30000mAh"", ""fast_charge"": ""22.5W"", ""ports"": ""2 cổng""}",False,active,2026-03-19,Mock data generated for demo; not real inventory
59,TCH-MOU-0059,Logitech M650 Silent SE,logitech-m650-silent-se-059,Chuột,Logitech,3190000,3190000,0,101,5.0,801,12,https://placehold.co/600x600?text=MOU+059,"Logitech M650 Silent SE thuộc nhóm chuột, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""connection"": ""Wireless 2.4GHz"", ""dpi"": ""26000 DPI"", ""silent"": ""Không""}",False,active,2026-01-18,Mock data generated for demo; not real inventory
60,TCH-MOU-0060,Razer DeathAdder V3 Max,razer-deathadder-v3-max-060,Chuột,Razer,1890000,1890000,0,108,4.3,501,12,https://placehold.co/600x600?text=MOU+060,"Razer DeathAdder V3 Max thuộc nhóm chuột, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""connection"": ""Wireless 2.4GHz"", ""dpi"": ""26000 DPI"", ""silent"": ""Không""}",False,active,2026-02-09,Mock data generated for demo; not real inventory
61,TCH-MOU-0061,SteelSeries Rival 3 Wireless Pro,steelseries-rival-3-wireless-pro-061,Chuột,SteelSeries,999000,1110000,10,78,4.8,551,24,https://placehold.co/600x600?text=MOU+061,"SteelSeries Rival 3 Wireless Pro thuộc nhóm chuột, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""connection"": ""USB-C wired"", ""dpi"": ""26000 DPI"", ""silent"": ""Không""}",False,active,2026-03-24,Mock data generated for demo; not real inventory
62,TCH-MOU-0062,ASUS TUF M3 SE,asus-tuf-m3-se-062,Chuột,ASUS,1390000,1390000,0,35,4.9,249,24,https://placehold.co/600x600?text=MOU+062,"ASUS TUF M3 SE thuộc nhóm chuột, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""connection"": ""USB-C wired"", ""dpi"": ""8000 DPI"", ""silent"": ""Không""}",False,active,2026-01-08,Mock data generated for demo; not real inventory
63,TCH-MOU-0063,Microsoft Bluetooth Mouse Pro,microsoft-bluetooth-mouse-pro-063,Chuột,Microsoft,1790000,1880000,5,62,4.1,816,24,https://placehold.co/600x600?text=MOU+063,"Microsoft Bluetooth Mouse Pro thuộc nhóm chuột, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""connection"": ""USB-C wired"", ""dpi"": ""26000 DPI"", ""silent"": ""Không""}",False,active,2026-05-23,Mock data generated for demo; not real inventory
64,TCH-MOU-0064,Rapoo MT760,rapoo-mt760-064,Chuột,Rapoo,2790000,3000000,7,10,4.1,416,24,https://placehold.co/600x600?text=MOU+064,"Rapoo MT760 thuộc nhóm chuột, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""connection"": ""Bluetooth"", ""dpi"": ""26000 DPI"", ""silent"": ""Không""}",False,active,2026-05-06,Mock data generated for demo; not real inventory
65,TCH-KEY-0065,Logitech K380 Multi-Device Pro,logitech-k380-multi-device-pro-065,Bàn phím,Logitech,4290000,4290000,0,11,4.2,414,36,https://placehold.co/600x600?text=KEY+065,"Logitech K380 Multi-Device Pro thuộc nhóm bàn phím, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""layout"": ""Full-size"", ""switch"": ""Red"", ""connection"": ""2.4GHz""}",False,active,2026-05-22,Mock data generated for demo; not real inventory
66,TCH-KEY-0066,Akko 5075B Plus Max,akko-5075b-plus-max-066,Bàn phím,Akko,1990000,2340000,15,95,4.5,360,36,https://placehold.co/600x600?text=KEY+066,"Akko 5075B Plus Max thuộc nhóm bàn phím, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""layout"": ""87 phím"", ""switch"": ""Red"", ""connection"": ""Bluetooth""}",False,active,2026-01-31,Mock data generated for demo; not real inventory
67,TCH-KEY-0067,Keychron K2 Pro Lite,keychron-k2-pro-lite-067,Bàn phím,Keychron,1190000,1350000,12,15,4.7,780,36,https://placehold.co/600x600?text=KEY+067,"Keychron K2 Pro Lite thuộc nhóm bàn phím, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""layout"": ""75%"", ""switch"": ""Low-profile"", ""connection"": ""2.4GHz""}",False,active,2026-05-31,Mock data generated for demo; not real inventory
68,TCH-KEY-0068,Razer BlackWidow V4 SE,razer-blackwidow-v4-se-068,Bàn phím,Razer,2890000,3210000,10,12,4.8,303,12,https://placehold.co/600x600?text=KEY+068,"Razer BlackWidow V4 SE thuộc nhóm bàn phím, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""layout"": ""87 phím"", ""switch"": ""Blue"", ""connection"": ""USB-C""}",False,active,2026-05-17,Mock data generated for demo; not real inventory
69,TCH-KEY-0069,DareU EK87 2025,dareu-ek87-2025-069,Bàn phím,DareU,1590000,1590000,0,6,4.5,714,12,https://placehold.co/600x600?text=KEY+069,"DareU EK87 2025 thuộc nhóm bàn phím, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""layout"": ""87 phím"", ""switch"": ""Blue"", ""connection"": ""Bluetooth""}",False,active,2026-05-27,Mock data generated for demo; not real inventory
70,TCH-KEY-0070,Corsair K70 Core Plus,corsair-k70-core-plus-070,Bàn phím,Corsair,2590000,3240000,20,56,4.2,52,24,https://placehold.co/600x600?text=KEY+070,"Corsair K70 Core Plus thuộc nhóm bàn phím, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""layout"": ""87 phím"", ""switch"": ""Blue"", ""connection"": ""Bluetooth""}",False,active,2026-04-13,Mock data generated for demo; not real inventory
71,TCH-MON-0071,LG UltraGear 24GN60R Pro,lg-ultragear-24gn60r-pro-071,Màn hình,LG,3590000,3590000,0,19,4.0,576,36,https://placehold.co/600x600?text=MON+071,"LG UltraGear 24GN60R Pro thuộc nhóm màn hình, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""size"": ""24 inch"", ""resolution"": ""FHD"", ""refresh_rate"": ""180Hz""}",True,active,2026-02-27,Mock data generated for demo; not real inventory
72,TCH-MON-0072,Samsung Odyssey G3 SE,samsung-odyssey-g3-se-072,Màn hình,Samsung,12690000,14930000,15,57,4.9,304,36,https://placehold.co/600x600?text=MON+072,"Samsung Odyssey G3 SE thuộc nhóm màn hình, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""size"": ""32 inch"", ""resolution"": ""FHD"", ""refresh_rate"": ""75Hz""}",False,active,2026-02-23,Mock data generated for demo; not real inventory
73,TCH-MON-0073,Dell P2425H Lite,dell-p2425h-lite-073,Màn hình,Dell,6390000,7100000,10,84,3.9,245,24,https://placehold.co/600x600?text=MON+073,"Dell P2425H Lite thuộc nhóm màn hình, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""size"": ""24 inch"", ""resolution"": ""FHD"", ""refresh_rate"": ""180Hz""}",False,active,2026-04-26,Mock data generated for demo; not real inventory
74,TCH-MON-0074,AOC 24G2SE Lite,aoc-24g2se-lite-074,Màn hình,AOC,14190000,17740000,20,37,3.8,295,36,https://placehold.co/600x600?text=MON+074,"AOC 24G2SE Lite thuộc nhóm màn hình, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""size"": ""27 inch"", ""resolution"": ""FHD"", ""refresh_rate"": ""100Hz""}",False,active,2026-03-09,Mock data generated for demo; not real inventory
75,TCH-MON-0075,ASUS TUF VG249Q3A SE,asus-tuf-vg249q3a-se-075,Màn hình,ASUS,14790000,15900000,7,54,3.9,230,24,https://placehold.co/600x600?text=MON+075,"ASUS TUF VG249Q3A SE thuộc nhóm màn hình, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""size"": ""24 inch"", ""resolution"": ""FHD"", ""refresh_rate"": ""75Hz""}",False,active,2026-02-12,Mock data generated for demo; not real inventory
76,TCH-MON-0076,MSI G274F SE,msi-g274f-se-076,Màn hình,MSI,8290000,9210000,10,56,3.9,705,36,https://placehold.co/600x600?text=MON+076,"MSI G274F SE thuộc nhóm màn hình, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""size"": ""27 inch"", ""resolution"": ""4K"", ""refresh_rate"": ""180Hz""}",False,active,2026-04-23,Mock data generated for demo; not real inventory
77,TCH-WAT-0077,Apple Watch SE 2,apple-watch-se-2-077,Smartwatch,Apple,1790000,2110000,15,94,4.2,256,12,https://placehold.co/600x600?text=WAT+077,"Apple Watch SE 2 thuộc nhóm smartwatch, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""screen"": ""LCD"", ""battery"": ""14 ngày"", ""gps"": ""Có""}",True,active,2026-03-10,Mock data generated for demo; not real inventory
78,TCH-WAT-0078,Samsung Galaxy Watch7 Max,samsung-galaxy-watch7-max-078,Smartwatch,Samsung,1790000,1880000,5,60,4.4,452,24,https://placehold.co/600x600?text=WAT+078,"Samsung Galaxy Watch7 Max thuộc nhóm smartwatch, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""screen"": ""LCD"", ""battery"": ""7 ngày"", ""gps"": ""Không""}",False,active,2026-01-24,Mock data generated for demo; not real inventory
79,TCH-WAT-0079,Xiaomi Watch S3 Pro,xiaomi-watch-s3-pro-079,Smartwatch,Xiaomi,8090000,9520000,15,42,4.2,107,12,https://placehold.co/600x600?text=WAT+079,"Xiaomi Watch S3 Pro thuộc nhóm smartwatch, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""screen"": ""LCD"", ""battery"": ""7 ngày"", ""gps"": ""Không""}",False,active,2026-04-13,Mock data generated for demo; not real inventory
80,TCH-WAT-0080,Huawei Watch Fit 3 SE,huawei-watch-fit-3-se-080,Smartwatch,Huawei,12190000,12190000,0,58,3.9,258,24,https://placehold.co/600x600?text=WAT+080,"Huawei Watch Fit 3 SE thuộc nhóm smartwatch, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""screen"": ""Retina"", ""battery"": ""14 ngày"", ""gps"": ""Có""}",True,active,2026-05-19,Mock data generated for demo; not real inventory
81,TCH-WAT-0081,Garmin Forerunner 165 Pro,garmin-forerunner-165-pro-081,Smartwatch,Garmin,9390000,9390000,0,24,4.4,637,24,https://placehold.co/600x600?text=WAT+081,"Garmin Forerunner 165 Pro thuộc nhóm smartwatch, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""screen"": ""AMOLED"", ""battery"": ""1 ngày"", ""gps"": ""Không""}",False,active,2026-05-21,Mock data generated for demo; not real inventory
82,TCH-WAT-0082,Amazfit Bip 5 2025,amazfit-bip-5-2025-082,Smartwatch,Amazfit,6790000,8490000,20,112,4.6,124,12,https://placehold.co/600x600?text=WAT+082,"Amazfit Bip 5 2025 thuộc nhóm smartwatch, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""screen"": ""LCD"", ""battery"": ""1 ngày"", ""gps"": ""Có""}",False,active,2026-03-21,Mock data generated for demo; not real inventory
83,TCH-SPK-0083,JBL Go 4 Max,jbl-go-4-max-083,Loa Bluetooth,JBL,539000,630000,15,11,4.1,116,24,https://placehold.co/600x600?text=SPK+083,"JBL Go 4 Max thuộc nhóm loa bluetooth, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""power"": ""10W"", ""battery"": ""12 giờ"", ""waterproof"": ""Không""}",False,active,2026-03-16,Mock data generated for demo; not real inventory
84,TCH-SPK-0084,Sony SRS-XB100 Max,sony-srs-xb100-max-084,Loa Bluetooth,Sony,7690000,8540000,10,53,4.8,483,12,https://placehold.co/600x600?text=SPK+084,"Sony SRS-XB100 Max thuộc nhóm loa bluetooth, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""power"": ""10W"", ""battery"": ""12 giờ"", ""waterproof"": ""IPX4""}",False,active,2026-05-11,Mock data generated for demo; not real inventory
85,TCH-SPK-0085,Marshall Emberton II Lite,marshall-emberton-ii-lite-085,Loa Bluetooth,Marshall,1790000,1790000,0,35,4.7,424,24,https://placehold.co/600x600?text=SPK+085,"Marshall Emberton II Lite thuộc nhóm loa bluetooth, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""power"": ""20W"", ""battery"": ""8 giờ"", ""waterproof"": ""IPX7""}",False,active,2026-03-18,Mock data generated for demo; not real inventory
86,TCH-SPK-0086,Anker Soundcore 3 SE,anker-soundcore-3-se-086,Loa Bluetooth,Anker,6490000,8110000,20,110,4.0,551,24,https://placehold.co/600x600?text=SPK+086,"Anker Soundcore 3 SE thuộc nhóm loa bluetooth, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""power"": ""50W"", ""battery"": ""12 giờ"", ""waterproof"": ""IPX7""}",False,active,2026-02-18,Mock data generated for demo; not real inventory
87,TCH-SSD-0087,Samsung 980 NVMe Lite,samsung-980-nvme-lite-087,Ổ cứng SSD,Samsung,3090000,3640000,15,29,4.8,420,36,https://placehold.co/600x600?text=SSD+087,"Samsung 980 NVMe Lite thuộc nhóm ổ cứng ssd, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""capacity"": ""1TB"", ""interface"": ""SATA III"", ""speed"": ""5000MB/s""}",False,active,2026-04-09,Mock data generated for demo; not real inventory
88,TCH-SSD-0088,Kingston NV2 PCIe 4.0 Lite,kingston-nv2-pcie-4-0-lite-088,Ổ cứng SSD,Kingston,2190000,2740000,20,4,4.0,604,60,https://placehold.co/600x600?text=SSD+088,"Kingston NV2 PCIe 4.0 Lite thuộc nhóm ổ cứng ssd, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""capacity"": ""1TB"", ""interface"": ""NVMe PCIe 3.0"", ""speed"": ""7000MB/s""}",False,active,2026-04-27,Mock data generated for demo; not real inventory
89,TCH-SSD-0089,WD Blue SN580,wd-blue-sn580-089,Ổ cứng SSD,WD,2090000,2460000,15,111,4.6,158,36,https://placehold.co/600x600?text=SSD+089,"WD Blue SN580 thuộc nhóm ổ cứng ssd, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""capacity"": ""1TB"", ""interface"": ""NVMe PCIe 4.0"", ""speed"": ""7000MB/s""}",False,active,2026-04-12,Mock data generated for demo; not real inventory
90,TCH-SSD-0090,Crucial P3 Plus Lite,crucial-p3-plus-lite-090,Ổ cứng SSD,Crucial,1490000,1690000,12,109,4.6,546,60,https://placehold.co/600x600?text=SSD+090,"Crucial P3 Plus Lite thuộc nhóm ổ cứng ssd, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""capacity"": ""2TB"", ""interface"": ""SATA III"", ""speed"": ""5000MB/s""}",False,active,2026-05-19,Mock data generated for demo; not real inventory
91,TCH-RAM-0091,Kingston Fury Beast 16GB,kingston-fury-beast-16gb-091,RAM máy tính,Kingston,749000,810000,7,80,4.6,294,36,https://placehold.co/600x600?text=RAM+091,"Kingston Fury Beast 16GB thuộc nhóm ram máy tính, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""capacity"": ""16GB"", ""type"": ""DDR4"", ""bus"": ""6000MHz""}",False,active,2026-01-26,Mock data generated for demo; not real inventory
92,TCH-RAM-0092,Corsair Vengeance LPX 16GB Pro,corsair-vengeance-lpx-16gb-pro-092,RAM máy tính,Corsair,1290000,1430000,10,115,3.8,332,36,https://placehold.co/600x600?text=RAM+092,"Corsair Vengeance LPX 16GB Pro thuộc nhóm ram máy tính, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""capacity"": ""16GB"", ""type"": ""DDR5"", ""bus"": ""3200MHz""}",False,active,2026-03-04,Mock data generated for demo; not real inventory
93,TCH-RAM-0093,G.Skill Ripjaws V 16GB Max,g-skill-ripjaws-v-16gb-max-093,RAM máy tính,G.Skill,2490000,2620000,5,21,4.0,624,60,https://placehold.co/600x600?text=RAM+093,"G.Skill Ripjaws V 16GB Max thuộc nhóm ram máy tính, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""capacity"": ""8GB"", ""type"": ""DDR5"", ""bus"": ""6000MHz""}",False,active,2026-02-06,Mock data generated for demo; not real inventory
94,TCH-RAM-0094,Crucial DDR4 8GB 2025,crucial-ddr4-8gb-2025-094,RAM máy tính,Crucial,2790000,3100000,10,58,4.1,9,60,https://placehold.co/600x600?text=RAM+094,"Crucial DDR4 8GB 2025 thuộc nhóm ram máy tính, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""capacity"": ""32GB"", ""type"": ""DDR4"", ""bus"": ""3200MHz""}",False,active,2026-04-24,Mock data generated for demo; not real inventory
95,TCH-RTR-0095,TP-Link Archer AX23 Plus,tp-link-archer-ax23-plus-095,Router WiFi,TP-Link,6390000,7100000,10,81,5.0,706,36,https://placehold.co/600x600?text=RTR+095,"TP-Link Archer AX23 Plus thuộc nhóm router wifi, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""standard"": ""WiFi 6"", ""speed"": ""AC1200"", ""antenna"": ""6 anten""}",False,active,2026-05-04,Mock data generated for demo; not real inventory
96,TCH-RTR-0096,ASUS RT-AX53U,asus-rt-ax53u-096,Router WiFi,ASUS,2790000,3280000,15,73,4.2,302,36,https://placehold.co/600x600?text=RTR+096,"ASUS RT-AX53U thuộc nhóm router wifi, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""standard"": ""WiFi 6E"", ""speed"": ""AX1800"", ""antenna"": ""6 anten""}",True,active,2026-01-03,Mock data generated for demo; not real inventory
97,TCH-RTR-0097,Mercusys MR70X Max,mercusys-mr70x-max-097,Router WiFi,Mercusys,799000,1000000,20,106,4.9,293,24,https://placehold.co/600x600?text=RTR+097,"Mercusys MR70X Max thuộc nhóm router wifi, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""standard"": ""WiFi 6"", ""speed"": ""AC1200"", ""antenna"": ""mesh ready""}",False,active,2026-02-18,Mock data generated for demo; not real inventory
98,TCH-CAM-0098,TP-Link Tapo C200 360 Max,tp-link-tapo-c200-360-max-098,Camera,TP-Link Tapo,1590000,1670000,5,80,3.9,642,12,https://placehold.co/600x600?text=CAM+098,"TP-Link Tapo C200 360 Max thuộc nhóm camera, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""resolution"": ""3MP"", ""rotation"": ""Cố định"", ""night_vision"": ""Có""}",False,active,2026-05-29,Mock data generated for demo; not real inventory
99,TCH-CAM-0099,Ezviz C6N 2MP Plus,ezviz-c6n-2mp-plus-099,Camera,Ezviz,969000,969000,0,116,4.2,765,24,https://placehold.co/600x600?text=CAM+099,"Ezviz C6N 2MP Plus thuộc nhóm camera, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""resolution"": ""2MP"", ""rotation"": ""360 độ"", ""night_vision"": ""Có""}",True,active,2026-05-16,Mock data generated for demo; not real inventory
100,TCH-CAM-0100,Xiaomi Smart Camera C300 Max,xiaomi-smart-camera-c300-max-100,Camera,Xiaomi,1690000,1780000,5,32,4.9,493,24,https://placehold.co/600x600?text=CAM+100,"Xiaomi Smart Camera C300 Max thuộc nhóm camera, phù hợp cho nhu cầu học tập, làm việc và giải trí trong website demo bán hàng công nghệ.","{""resolution"": ""3MP"", ""rotation"": ""Cố định"", ""night_vision"": ""Có""}",False,active,2026-04-30,Mock data generated for demo; not real inventory
